Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
2900,1051,2,0,9,1,0,2,0,2,4,4,4,5,4,4,5,4,2,1,1,1,1,3,3,0,0,0,292
2992,1267,2,3,9,0,1,2,2,2,1,5,2,2,1,5,5,5,2,1,1,1,1,5,5,0,0,0,292
772,1287,2,1,9,0,3,0,2,2,3,4,3,4,4,4,4,4,3,1,3,3,1,3,3,2,1,1,292
2247,1213,1,2,9,1,2,0,0,3,4,5,3,5,4,5,4,4,2,1,1,1,1,3,3,1,0,0,292
2540,213,2,2,9,0,1,1,1,2,4,4,5,4,2,1,4,4,4,1,3,1,1,4,5,0,0,0,292
719,1033,2,3,9,1,2,1,2,2,4,5,5,4,4,4,5,3,2,1,1,1,2,2,3,2,1,2,292
1584,1164,2,3,9,1,3,0,3,1,2,4,2,4,4,4,1,1,5,2,4,4,4,3,3,1,4,3,292
2913,1081,2,0,9,0,1,2,0,2,1,4,3,4,3,4,4,4,3,1,1,3,1,4,3,0,0,0,121
1720,1096,2,3,9,1,3,2,1,3,1,5,1,5,5,5,5,5,1,1,2,5,4,5,1,1,1,1,233
967,300,2,3,9,0,2,1,1,2,2,5,3,5,3,3,5,4,3,1,1,1,1,1,5,2,0,0,292
2398,1528,1,3,9,1,3,1,2,2,4,4,3,3,5,3,2,2,4,1,1,3,2,4,2,1,0,0,168
1838,220,1,1,9,0,1,2,1,2,3,4,3,5,5,5,5,5,3,1,2,3,3,4,3,1,0,0,292
2215,1120,2,3,9,0,0,2,0,2,3,3,3,5,5,5,3,4,4,1,1,1,1,4,4,1,0,0,292
2724,709,2,2,9,1,3,0,1,2,1,3,4,5,5,5,5,5,1,1,1,1,1,4,4,0,0,0,292
148,988,1,0,9,0,1,2,0,2,1,4,3,4,3,5,5,5,3,1,3,4,1,4,4,3,0,0,292
53,405,2,3,9,0,2,0,0,2,1,5,1,5,5,5,5,3,5,3,1,1,5,5,3,3,0,0,292
1839,221,2,3,9,0,2,0,0,2,2,4,2,5,4,5,5,5,2,2,2,1,1,5,5,1,0,0,292
1832,209,2,2,9,5,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,0,1,225
742,1171,1,1,9,1,2,1,3,2,4,4,1,5,3,4,5,4,5,3,3,2,2,4,5,2,1,1,292
1646,268,2,0,9,0,3,2,1,2,4,4,5,3,3,4,4,4,4,3,4,3,3,4,4,1,1,0,292
1485,1423,2,3,9,2,2,1,0,2,1,2,1,5,3,5,4,2,1,1,1,1,1,2,1,2,0,0,292
518,1460,1,3,9,2,2,1,1,2,2,4,3,5,3,5,5,5,1,1,3,3,3,3,4,2,2,3,89
1353,1135,1,1,9,5,2,1,0,3,1,4,1,5,3,5,5,5,2,1,4,1,1,4,4,2,0,0,272
1719,1092,1,1,9,0,3,1,2,2,4,5,1,4,4,3,5,3,4,1,5,5,1,2,4,1,1,0,292
566,236,1,1,9,1,2,1,2,2,1,4,1,4,4,3,4,1,4,1,4,2,3,4,1,2,1,1,292
986,349,1,2,9,1,3,1,0,2,4,3,3,3,4,4,3,2,3,1,2,3,1,2,3,2,0,0,292
971,310,1,3,9,1,2,1,0,2,3,5,3,4,4,4,4,3,3,2,4,3,3,4,2,2,0,0,46
2357,1421,1,3,9,1,3,0,0,3,1,5,1,4,2,4,5,5,1,1,1,1,1,2,3,1,0,0,292
145,982,1,3,9,1,2,1,0,3,4,2,2,4,4,4,4,1,3,2,3,3,3,3,3,3,0,0,38
2612,425,2,3,9,0,0,2,0,2,2,4,2,4,3,3,5,4,2,3,3,2,3,3,4,0,0,0,292
2277,1277,1,1,9,3,2,1,1,3,4,5,4,5,4,5,5,4,2,2,2,2,1,4,5,1,0,0,292
2325,1351,1,3,9,2,1,0,2,2,2,3,1,3,2,3,3,2,1,1,1,1,2,1,3,1,0,0,177
1036,527,1,2,9,0,3,1,0,2,2,4,4,5,3,3,5,5,3,1,3,2,3,2,3,2,0,0,292
1750,1430,2,3,9,0,1,2,2,2,5,5,3,5,5,4,4,4,4,1,1,3,1,5,4,1,1,0,292
2375,1471,2,2,9,0,0,2,0,3,2,4,1,5,5,3,5,3,1,1,1,2,1,5,4,1,0,0,292
2312,1330,2,3,9,0,1,0,0,2,2,4,3,3,5,5,5,3,4,3,4,3,4,4,4,1,0,0,292
278,1406,2,2,9,0,2,1,2,3,2,2,1,4,4,4,4,3,4,2,4,2,2,1,1,2,4,4,133
159,1082,2,0,9,0,1,1,0,2,3,3,2,4,4,4,3,3,4,2,2,1,2,2,1,3,0,0,292
960,275,1,0,9,0,2,0,1,3,5,2,5,4,4,4,5,1,1,1,1,1,3,5,4,2,0,0,292
1409,1260,2,0,9,0,3,0,1,3,2,3,1,5,4,4,5,4,1,2,3,1,3,3,3,2,0,0,292
970,308,2,2,9,0,3,2,1,1,4,5,3,3,2,2,4,4,5,1,1,3,1,4,4,2,0,0,292
2578,334,2,1,9,3,3,1,0,2,2,4,1,4,3,3,4,4,4,2,5,3,4,2,2,0,0,1,151
276,1402,2,3,9,1,3,0,3,2,1,5,1,4,4,4,2,1,4,1,2,1,1,4,3,2,4,4,137
1344,1113,1,3,9,2,2,1,1,2,2,5,2,5,4,4,5,5,2,2,5,2,3,3,3,2,0,1,292
2585,344,1,2,9,0,1,2,0,2,5,4,3,5,5,3,3,1,2,1,1,3,2,5,5,0,0,0,292
3142,157,1,1,9,0,1,2,0,3,3,3,3,3,3,1,2,1,3,1,3,3,3,1,3,0,0,0,292
1307,1007,1,3,9,2,2,1,1,3,1,5,2,5,2,2,5,4,1,1,4,1,1,5,2,2,0,0,292
147,987,1,3,9,1,2,1,0,2,4,5,3,5,5,3,5,3,4,1,2,2,1,4,5,3,0,1,292
2535,206,1,0,9,0,1,2,0,2,1,4,3,4,1,3,5,5,3,1,1,3,1,4,4,0,0,0,292
1296,983,1,0,9,0,2,1,0,2,4,4,3,3,5,5,5,5,3,1,1,3,3,5,5,2,0,0,292
152,1024,2,0,9,0,1,2,0,2,1,3,1,4,4,4,4,4,1,1,3,1,1,3,4,3,0,0,292
2613,426,2,3,9,3,3,0,1,2,4,4,2,4,5,3,5,3,2,1,1,1,1,3,4,0,0,0,149
2973,1224,1,3,9,5,1,2,1,3,3,3,1,5,5,5,5,3,2,2,2,3,3,3,3,0,0,0,292
2592,361,1,0,9,1,0,2,0,3,5,4,5,5,5,5,4,1,4,1,1,1,1,1,4,0,0,0,292
2965,1205,2,3,9,3,3,2,0,2,1,5,3,5,5,5,5,2,1,2,2,3,1,4,3,0,0,0,292
1337,1106,2,3,9,0,2,2,0,1,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,2,0,0,292
1909,427,1,3,9,3,3,0,1,2,2,3,2,5,3,4,3,4,2,2,4,2,3,4,2,1,0,0,218
2351,1405,1,3,9,0,2,1,0,2,1,4,5,5,4,3,4,5,3,1,1,3,1,4,5,1,0,0,172
2979,1231,1,3,9,1,3,1,1,1,5,4,5,5,5,3,5,1,5,1,1,1,1,5,4,0,0,0,292
1014,434,1,3,9,1,1,2,0,1,2,4,2,4,4,4,3,3,3,1,1,1,3,4,3,2,0,0,292
927,227,2,3,9,0,1,0,1,2,3,5,4,5,5,5,5,4,3,1,1,1,1,5,4,2,0,0,292
3021,1342,1,3,9,2,3,1,1,1,4,5,5,5,5,5,5,1,2,1,1,1,2,2,3,0,0,0,292
2169,995,1,3,9,2,1,0,1,2,4,4,4,5,5,4,5,2,3,1,3,1,2,4,1,1,0,0,197
983,347,2,3,9,4,2,0,1,2,3,5,2,5,3,3,5,3,3,2,3,2,3,5,3,2,0,0,45
1911,428,1,0,9,3,3,0,1,2,1,2,1,4,4,3,4,4,2,1,2,1,2,3,3,1,0,0,217
1738,1319,2,3,9,0,3,0,1,2,1,2,4,5,3,5,5,5,4,4,4,5,5,4,5,1,1,1,231
2586,345,1,3,9,1,2,1,1,2,4,4,3,4,2,3,5,2,3,1,1,1,1,4,4,0,0,0,292
1477,1401,1,0,9,1,1,2,0,2,3,4,2,4,4,2,5,4,1,1,2,1,1,3,3,2,0,0,292
166,1128,2,3,9,1,0,2,0,2,2,5,2,5,3,3,5,4,2,1,3,1,3,4,5,3,0,0,292
3057,1417,2,0,9,0,1,2,1,2,1,4,1,5,4,4,4,5,2,2,2,2,2,2,4,0,0,2,292
933,233,2,2,9,0,2,2,2,2,4,4,3,4,4,4,5,4,3,2,3,3,2,4,3,2,0,0,292
1444,1327,2,3,9,1,3,1,0,2,4,4,4,4,4,4,5,3,4,1,3,1,3,4,3,2,0,0,18
1424,1285,1,2,9,0,2,1,0,2,1,4,1,3,3,2,4,4,4,1,1,1,1,3,2,2,0,0,37
3007,1306,1,3,9,1,2,1,1,2,1,2,1,5,2,4,4,4,2,4,5,4,4,4,4,0,0,0,292
2985,1241,2,3,9,0,0,0,0,2,4,5,4,4,4,3,5,4,2,2,2,1,3,3,5,0,0,0,292
2244,1206,1,2,9,0,3,0,0,1,2,2,1,2,2,2,2,3,2,1,1,1,1,3,1,1,0,0,292
2539,210,1,0,9,0,3,2,0,2,1,5,1,5,3,5,5,5,1,1,1,1,1,1,5,0,0,0,292
2239,1179,2,3,9,1,1,2,0,2,4,3,4,4,3,4,4,1,3,1,1,2,2,3,4,1,0,0,292
2262,1238,2,3,9,0,3,1,1,1,2,5,3,4,5,3,4,5,3,2,5,4,3,4,3,1,0,1,185
165,1123,2,2,9,1,0,2,0,1,5,5,5,3,5,5,5,1,5,1,1,1,1,1,1,3,0,0,292
27,205,1,2,9,0,1,2,2,2,1,4,2,4,2,4,3,5,4,2,2,2,2,4,3,3,0,0,142
2289,1295,1,0,9,0,0,2,0,3,2,4,3,5,4,4,4,3,1,2,3,3,2,4,4,1,0,0,182
223,1414,2,0,9,0,0,2,0,3,3,3,2,3,3,3,4,4,1,1,2,1,1,3,3,3,0,0,292
980,337,1,1,9,0,2,0,0,2,1,5,1,3,4,4,3,2,4,1,2,5,4,3,4,2,0,0,292
718,1031,2,2,9,1,3,0,2,3,1,5,3,5,5,5,5,4,1,1,1,1,1,4,2,2,1,1,76
1786,105,2,2,9,2,3,2,0,2,1,2,1,5,5,2,4,5,1,2,1,1,5,1,4,1,0,0,292
2319,1339,1,3,9,3,3,2,1,3,3,4,3,4,4,2,4,4,4,1,1,2,1,1,2,1,0,0,292
3031,1367,1,2,9,1,1,2,0,2,2,4,3,4,4,4,4,4,2,1,1,1,1,3,3,0,0,0,292
991,355,1,3,9,0,2,1,1,2,1,2,1,4,5,5,4,3,3,4,5,5,2,2,4,2,0,0,44
1885,362,2,3,9,2,1,0,0,3,4,5,1,5,5,5,5,2,1,1,3,1,1,3,1,1,0,0,292
2209,1078,2,1,9,1,2,2,0,2,5,5,4,4,2,2,2,1,5,5,1,2,1,4,1,1,0,0,292
1530,1519,2,2,9,2,2,1,0,2,1,5,3,4,4,5,5,5,4,3,2,2,2,3,3,2,0,0,292
1721,1126,2,3,9,0,2,0,2,3,4,4,3,5,5,5,4,4,3,4,4,4,2,4,2,1,1,1,233
2898,1048,2,2,9,0,3,2,0,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,3,0,0,0,123
1277,941,1,1,9,5,3,0,2,2,2,4,2,5,5,4,5,5,2,1,1,1,3,4,4,2,0,0,292
2536,207,2,2,9,0,1,0,1,2,3,5,3,4,4,5,4,3,5,1,1,3,3,3,4,0,0,0,292
1835,212,2,0,9,0,2,1,0,3,1,4,3,4,3,3,5,3,2,2,2,3,4,4,4,1,0,0,292
928,228,2,3,9,0,2,1,1,2,3,2,4,5,4,4,4,4,2,3,1,3,1,5,4,2,0,0,292
31,263,2,0,9,0,2,1,0,2,4,4,2,5,5,4,5,3,2,2,3,3,4,3,2,3,0,0,292
94,622,1,3,9,1,1,2,0,2,5,5,1,3,4,1,3,3,3,1,3,1,1,3,1,3,0,0,292
179,1192,1,2,9,0,0,2,0,3,3,2,5,5,4,2,4,2,3,1,1,4,1,4,4,3,0,0,228
2241,1181,2,0,9,3,3,1,0,2,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,0,0,188
155,1047,1,3,9,1,0,2,0,2,4,5,4,4,4,4,3,1,5,1,3,1,3,4,3,3,0,0,292
1310,1012,1,2,9,3,2,1,0,3,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,2,0,0,292
2541,215,1,0,9,0,1,0,0,3,4,4,3,4,3,4,4,4,2,1,3,3,2,4,2,0,0,0,292
2307,1317,2,2,9,0,3,0,0,2,2,5,3,4,4,2,5,5,5,1,5,3,3,4,1,1,0,0,180
2252,1223,1,0,9,0,2,2,0,3,2,3,2,2,3,2,1,4,2,2,2,3,4,3,3,1,0,0,187
919,211,2,3,9,1,1,0,0,3,4,3,2,4,5,5,5,3,4,1,1,1,4,2,1,2,0,3,292
931,231,2,2,9,0,3,1,0,1,1,4,3,5,5,4,3,5,4,1,2,3,2,2,2,2,0,0,292
2295,1301,2,3,9,1,3,1,0,2,5,5,5,4,5,5,5,5,4,1,1,1,1,5,4,1,0,1,292
1328,1084,2,3,9,1,2,1,0,2,3,4,3,4,4,4,5,4,3,1,1,1,2,2,3,2,0,0,292
1363,1160,1,2,9,1,1,0,1,2,1,4,1,4,2,2,2,4,1,1,4,1,4,1,4,2,0,0,292
1851,262,1,0,9,0,3,1,0,2,3,2,4,5,5,4,5,4,3,1,1,4,2,2,4,1,0,0,292
744,1180,2,3,9,0,2,0,2,2,2,2,4,4,4,4,5,4,1,2,3,4,2,4,2,2,1,1,73
2852,1074,1,2,12,0,1,0,1,3,2,4,2,3,3,3,4,4,2,1,3,2,1,3,2,2,0,0,292
675,1358,2,1,12,5,1,2,2,2,5,4,5,4,4,3,5,4,5,1,3,4,4,3,5,1,1,1,137
2231,430,2,0,12,3,3,1,2,2,1,3,1,5,5,3,5,5,2,1,1,1,1,3,1,2,0,0,80
1742,1294,2,1,12,0,3,0,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,2,1,0,184
2944,516,1,1,12,0,0,0,0,2,4,4,4,4,4,2,4,2,4,1,1,1,1,4,2,1,0,0,292
136,1086,1,3,12,3,0,1,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,2,0,0,184
2049,1074,1,3,12,5,3,0,2,2,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,0,0,0,95
2852,445,1,3,12,0,1,2,1,3,2,4,2,3,3,3,4,4,2,1,3,2,1,3,2,1,0,0,80
930,1358,2,0,12,0,1,0,1,3,1,1,1,5,5,5,5,5,1,1,4,1,1,1,5,3,0,0,67
1966,625,2,2,12,5,0,0,0,0,5,2,4,5,2,4,4,4,1,3,3,4,4,5,5,3,0,0,184
2056,1517,2,1,12,5,1,2,2,2,1,4,1,5,4,3,4,4,1,1,5,5,3,4,3,1,0,1,245
1593,1416,2,2,12,4,0,0,0,2,4,4,5,3,4,4,4,3,3,3,2,1,3,3,3,1,3,4,137
1593,786,1,1,12,5,3,0,0,2,4,4,5,3,4,4,4,3,3,3,2,1,3,3,3,1,3,4,8
2084,1431,1,3,12,1,3,1,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,3,0,0,121
791,595,2,1,12,1,1,2,2,1,3,4,2,4,4,4,5,4,4,1,5,3,2,4,1,1,1,0,239
2762,1153,2,2,12,4,2,0,0,2,1,2,2,2,2,3,1,5,2,1,4,2,4,4,3,2,0,0,239
2901,625,2,1,12,0,2,2,0,2,1,2,1,5,5,5,5,5,2,1,3,1,3,5,3,0,0,0,239
2084,1416,2,3,12,4,3,2,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,3,0,0,95
1082,1479,1,1,12,5,2,1,1,3,4,4,5,5,5,5,5,4,5,3,4,5,5,1,4,3,0,0,245
2054,1350,2,2,12,4,1,2,2,2,1,1,1,5,5,5,4,3,2,1,2,1,5,4,4,2,0,1,137
791,248,2,0,12,4,3,0,2,1,3,4,2,4,4,4,5,4,4,1,5,3,2,4,1,1,1,0,270
108,595,1,2,12,1,0,1,0,2,4,4,3,4,5,3,4,2,5,3,2,3,4,3,3,0,0,0,65
2084,1074,1,0,12,0,1,1,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,1,0,0,67
295,559,1,2,12,5,2,0,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,3,3,67
2269,711,2,3,12,5,3,2,2,3,4,5,2,4,5,4,5,5,2,1,1,1,1,5,2,1,0,1,239
2767,945,2,0,12,5,1,1,1,2,5,4,3,5,5,4,4,4,2,1,1,3,2,4,2,2,0,0,245
108,945,1,3,12,0,1,2,0,2,4,4,3,4,5,3,4,2,5,3,2,3,4,3,3,0,0,0,137
2049,773,1,3,12,2,3,1,2,2,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,0,0,0,292
2439,1074,2,2,12,2,1,1,0,3,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,1,1,0,8
1601,430,2,2,12,5,2,0,4,1,1,2,1,5,5,5,3,5,5,2,5,1,3,3,3,3,3,4,67
930,1258,1,3,12,2,2,2,1,3,1,1,1,5,5,5,5,5,1,1,4,1,1,1,5,3,0,0,80
2054,595,1,2,12,2,3,2,2,2,1,1,1,5,5,5,4,3,2,1,2,1,5,4,4,0,0,1,8
295,554,2,1,12,4,3,1,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,2,3,3,184
213,430,1,2,12,1,3,1,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,239
618,1074,1,3,12,1,1,0,2,2,4,4,3,5,4,3,5,3,4,1,1,1,1,3,1,0,1,1,137
2205,791,1,2,12,4,3,0,2,1,2,4,1,5,4,4,3,3,4,1,3,1,3,3,4,0,0,0,270
2942,1450,1,0,12,5,1,2,2,2,4,4,5,4,5,5,2,2,4,1,1,1,3,4,2,0,0,0,239
2229,775,2,3,12,1,3,0,2,2,5,5,2,5,3,3,4,3,3,1,3,1,1,1,1,2,0,0,65
1857,1431,2,2,12,3,0,2,0,2,2,2,1,3,4,3,5,1,3,1,3,1,1,4,4,0,0,0,184
1742,248,2,2,12,4,0,1,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,1,1,0,245
581,1373,2,2,12,1,1,1,2,3,5,5,3,5,5,4,2,3,5,1,5,4,1,3,1,3,1,3,239
67,1358,1,2,12,0,0,1,0,3,1,2,1,5,5,5,5,5,1,3,4,4,4,5,2,0,0,0,67
295,1373,1,0,12,1,1,0,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,0,3,3,292
816,711,2,3,12,0,2,1,3,2,1,3,3,5,5,4,4,5,1,1,1,1,1,4,2,3,1,0,292
675,1155,1,1,12,2,3,1,2,2,5,4,5,4,4,3,5,4,5,1,3,4,4,3,5,1,1,1,292
835,1358,2,0,12,5,2,2,3,2,2,4,1,3,4,3,4,4,2,1,3,3,4,3,3,2,1,2,121
1082,380,1,0,12,0,1,1,1,3,4,4,5,5,5,5,5,4,5,3,4,5,5,1,4,0,0,0,121
2763,971,1,3,12,3,1,1,1,2,4,5,3,5,5,5,5,2,2,1,2,3,2,4,2,0,0,0,65
67,716,2,2,12,0,2,2,0,3,1,2,1,5,5,5,5,5,1,3,4,4,4,5,2,1,0,0,95
1359,1449,1,0,12,5,1,1,0,2,3,3,3,5,5,5,5,5,3,3,4,3,3,4,4,0,0,0,189
2049,1449,2,3,12,4,0,1,2,2,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,1,0,0,80
1503,558,1,1,12,5,2,2,1,2,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,2,0,0,245
2852,921,1,3,12,5,0,1,1,3,2,4,2,3,3,3,4,4,2,1,3,2,1,3,2,0,0,0,292
1964,775,1,1,12,2,2,1,0,3,1,2,2,5,5,4,5,4,1,3,5,4,4,4,5,3,0,0,80
1143,1450,1,1,12,2,1,0,0,2,1,4,1,4,2,4,5,5,2,4,2,2,2,4,4,3,0,0,67
213,1086,1,2,12,2,3,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,0,0,137
1732,556,1,2,12,1,2,1,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,0,1,1,292
622,180,2,3,12,0,3,2,2,2,4,4,4,5,5,5,5,5,2,1,3,1,1,4,4,3,1,0,80
930,595,1,1,12,2,1,2,1,3,1,1,1,5,5,5,5,5,1,1,4,1,1,1,5,1,0,0,80
1503,563,2,0,12,2,1,0,1,2,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,2,0,0,270
2160,735,1,2,12,0,1,0,3,2,3,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,0,0,245
791,1086,2,1,12,4,2,0,2,1,3,4,2,4,4,4,5,4,4,1,5,3,2,4,1,2,1,0,80
108,516,1,0,12,4,1,2,0,2,4,4,3,4,5,3,4,2,5,3,2,3,4,3,3,3,0,0,67
1967,1294,2,3,12,3,1,0,1,2,3,4,4,4,4,1,5,3,1,1,1,3,3,4,1,2,0,0,270
2229,829,1,3,12,0,2,1,2,2,5,5,2,5,3,3,4,3,3,1,3,1,1,1,1,2,0,0,292
581,1382,1,1,12,2,1,0,2,3,5,5,3,5,5,4,2,3,5,1,5,4,1,3,1,1,1,3,65
1359,707,1,2,12,3,2,0,0,2,3,3,3,5,5,5,5,5,3,3,4,3,3,4,4,1,0,0,189
295,279,1,1,12,0,1,0,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,3,3,121
136,945,2,2,12,2,2,0,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,2,0,0,121
581,625,1,3,12,0,2,2,2,3,5,5,3,5,5,4,2,3,5,1,5,4,1,3,1,3,1,3,245
2759,707,1,0,12,2,2,1,0,2,5,5,3,5,5,4,5,3,4,1,1,2,1,3,3,3,0,0,189
1732,180,1,2,12,3,2,0,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,1,1,1,8
1913,1258,1,0,12,3,2,0,2,3,2,4,2,5,4,4,5,5,1,1,3,1,2,2,4,1,0,0,239
2762,91,2,0,12,0,3,0,0,2,1,2,2,2,2,3,1,5,2,1,4,2,4,4,3,1,0,0,189
622,1074,1,2,12,4,2,0,2,2,4,4,4,5,5,5,5,5,2,1,3,1,1,4,4,3,1,0,121
2901,144,2,2,12,1,1,0,0,2,1,2,1,5,5,5,5,5,2,1,3,1,3,5,3,3,0,0,95
1143,791,2,0,12,5,1,1,0,2,1,4,1,4,2,4,5,5,2,4,2,2,2,4,4,0,0,0,239
108,625,2,1,12,1,2,0,0,2,4,4,3,4,5,3,4,2,5,3,2,3,4,3,3,3,0,0,270
122,1258,1,0,12,0,0,2,0,2,3,4,3,5,5,5,5,5,1,3,1,3,3,1,1,0,0,0,95
793,559,2,2,12,2,3,2,2,2,2,4,3,4,4,4,4,5,2,2,2,2,4,4,2,0,1,4,270
2942,502,2,2,12,5,2,2,2,2,4,4,5,4,5,5,2,2,4,1,1,1,3,4,2,3,0,0,65
1143,1503,1,3,12,4,3,0,0,2,1,4,1,4,2,4,5,5,2,4,2,2,2,4,4,2,0,0,80
793,554,2,0,12,4,0,1,2,2,2,4,3,4,4,4,4,5,2,2,2,2,4,4,2,3,1,4,80
2231,735,2,2,12,4,3,2,2,2,1,3,1,5,5,3,5,5,2,1,1,1,1,3,1,0,0,0,65
1964,814,2,1,12,0,1,2,0,3,1,2,2,5,5,4,5,4,1,3,5,4,4,4,5,1,0,0,245
2160,1416,2,1,12,3,2,2,3,2,3,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,0,0,245
295,516,1,0,12,0,0,1,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,2,3,3,292
2663,595,1,0,12,5,0,0,1,3,1,3,4,4,3,4,3,4,4,3,4,4,3,3,4,0,0,1,80
1526,502,2,0,12,2,0,1,1,1,5,5,5,3,5,3,3,1,5,2,2,5,3,5,3,3,0,0,239
2762,1074,2,3,12,1,3,2,0,2,1,2,2,2,2,3,1,5,2,1,4,2,4,4,3,0,0,0,189
1732,430,1,0,12,1,0,1,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,3,1,1,95
2288,1373,1,2,12,3,0,0,2,1,4,2,1,3,4,3,2,2,4,1,4,4,4,3,4,3,0,0,270
595,625,1,0,12,3,3,0,3,3,5,5,5,5,4,3,5,2,5,2,2,2,2,4,4,2,1,4,65
1742,554,2,1,12,1,0,2,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,0,1,0,270
136,558,2,0,12,2,0,2,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,3,0,0,189
1732,1358,1,1,12,4,2,2,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,1,1,1,184
2056,91,1,0,12,0,3,2,2,2,1,4,1,5,4,3,4,4,1,1,5,5,3,4,3,1,0,1,65
835,1517,2,3,12,3,3,1,3,2,2,4,1,3,4,3,4,4,2,1,3,3,4,3,3,0,1,2,184
2901,786,2,3,12,3,0,1,0,2,1,2,1,5,5,5,5,5,2,1,3,1,3,5,3,0,0,0,67
2049,775,2,3,12,3,1,1,2,2,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,1,0,0,95
1857,559,2,1,12,3,0,1,0,2,2,2,1,3,4,3,5,1,3,1,3,1,1,4,4,0,0,0,292
387,430,1,3,12,4,1,2,3,2,3,2,2,5,5,5,5,2,4,1,5,4,2,4,2,2,2,2,95
1964,595,1,2,12,3,3,1,0,3,1,2,2,5,5,4,5,4,1,3,5,4,4,4,5,3,0,0,270
581,595,1,0,12,5,3,0,2,3,5,5,3,5,5,4,2,3,5,1,5,4,1,3,1,1,1,3,80
791,430,2,3,12,4,1,2,2,1,3,4,2,4,4,4,5,4,4,1,5,3,2,4,1,0,1,0,137
2084,945,1,2,12,2,2,2,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,1,0,0,137
2160,1431,1,3,12,0,1,0,3,2,3,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,0,0,245
213,1431,1,1,12,5,1,1,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,0,0,80
387,1358,2,1,12,4,3,2,3,2,3,2,2,5,5,5,5,2,4,1,5,4,2,4,2,2,2,2,239
2914,248,2,1,12,5,3,2,0,2,1,4,1,5,4,3,4,3,2,2,2,1,2,3,3,2,0,0,189
2231,1503,1,0,12,0,3,2,2,2,1,3,1,5,5,3,5,5,2,1,1,1,1,3,1,0,0,0,245
1742,625,1,1,12,5,1,2,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,0,1,0,121
387,1373,2,2,12,3,3,1,3,2,3,2,2,5,5,5,5,2,4,1,5,4,2,4,2,0,2,2,137
1018,1258,1,1,12,2,2,0,0,2,3,4,2,4,4,4,4,3,4,1,1,1,1,3,3,0,0,0,95
213,775,1,0,12,4,1,2,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,0,0,184
1359,144,1,0,12,0,2,2,0,2,3,3,3,5,5,5,5,5,3,3,4,3,3,4,4,2,0,0,137
1503,556,2,1,12,4,1,0,1,2,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,3,0,0,184
2084,1358,2,0,12,0,2,0,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,3,0,0,184
1018,144,1,2,12,5,1,0,0,2,3,4,2,4,4,4,4,3,4,1,1,1,1,3,3,1,0,0,65
295,516,1,0,12,1,2,2,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,3,3,137
